codigo_postal,balanced_kmeans,latitud,longitud,zone,subzone
09180,red,19.3666648864746,-98.9983596801758,Iztapalapa 1,3.0
09200,blue,19.3571662902832,-99.0556182861328,Iztapalapa 1,1.0
09208,blue,19.3758659362793,-99.0520782470703,Iztapalapa 1,2.0
09209,blue,19.3670616149902,-99.0506362915039,Iztapalapa 1,3.0
09210,blue,19.3912010192871,-99.0529022216797,Iztapalapa 1,2.0
09220,blue,19.3870849609375,-99.0492553710938,Iztapalapa 1,2.0
09230,red,19.3734321594238,-99.0276336669922,Iztapalapa 1,3.0
09239,red,19.3695373535156,-99.0278701782227,Iztapalapa 1,3.0
09240,blue,19.3581924438477,-99.0668029785156,Iztapalapa 1,1.0
09250,blue,19.3531551361084,-99.065055847168,Iztapalapa 1,1.0
09260,blue,19.3492813110352,-99.0613632202148,Iztapalapa 1,1.0
09270,blue,19.3458156585693,-99.0559158325195,Iztapalapa 1,1.0
09280,blue,19.3445625305176,-99.0523529052734,Iztapalapa 1,1.0
09290,blue,19.3460292816162,-99.0444717407227,Iztapalapa 1,1.0
09300,green,19.3723945617676,-99.0763549804688,Iztapalapa 1,1.0
09310,blue,19.3788394927979,-99.0680847167969,Iztapalapa 1,2.0
09319,green,19.3847484588623,-99.0733184814453,Iztapalapa 1,1.0
09320,blue,19.3749237060547,-99.0636444091797,Iztapalapa 1,2.0
09350,blue,19.3549098968506,-99.0695648193359,Iztapalapa 1,1.0
09359,blue,19.3606586456299,-99.067024230957,Iztapalapa 1,1.0
09360,green,19.3584728240967,-99.0785369873047,Iztapalapa 1,2.0
09400,green,19.3738803863525,-99.1193237304688,Iztapalapa 1,3.0
09410,green,19.3754062652588,-99.1113052368164,Iztapalapa 1,3.0
09420,green,19.3771533966064,-99.1057281494141,Iztapalapa 1,3.0
09429,green,19.3807735443115,-99.1095962524414,Iztapalapa 1,3.0
09430,green,19.3814277648926,-99.1163330078125,Iztapalapa 1,3.0
09438,green,19.3763065338135,-99.1162261962891,Iztapalapa 1,3.0
09440,green,19.3725662231445,-99.1345138549805,Iztapalapa 1,3.0
09450,green,19.3641548156738,-99.1375503540039,Iztapalapa 1,3.0
09460,green,19.3648357391357,-99.1345291137695,Iztapalapa 1,3.0
09470,green,19.3612289428711,-99.1322937011719,Iztapalapa 1,3.0
09479,green,19.3639869689941,-99.1295852661133,Iztapalapa 1,3.0
09480,green,19.3581314086914,-99.1381759643555,Iztapalapa 1,3.0
09500,red,19.3486595153809,-99.0229187011719,Iztapalapa 1,2.0
09510,red,19.3592166900635,-99.0067749023438,Iztapalapa 1,3.0
09520,red,19.3641204833984,-99.0141525268555,Iztapalapa 1,3.0
09530,red,19.3703594207764,-99.0187301635742,Iztapalapa 1,3.0
09550,red,19.3546199798584,-99.0212860107422,Iztapalapa 1,3.0
09560,red,19.3559970855713,-99.0182266235352,Iztapalapa 1,3.0
09570,blue,19.3593654632568,-99.0329971313477,Iztapalapa 1,3.0
09578,blue,19.3683052062988,-99.0373992919922,Iztapalapa 1,3.0
09600,red,19.3529891967773,-99.0046005249023,Iztapalapa 1,1.0
09608,red,19.3531017303467,-99.0088119506836,Iztapalapa 1,3.0
09609,red,19.3465194702148,-99.0097808837891,Iztapalapa 1,2.0
09620,red,19.3531322479248,-98.9979782104492,Iztapalapa 1,1.0
09630,red,19.3432865142822,-98.9897079467773,Iztapalapa 1,1.0
09637,red,19.328311920166,-98.9741821289063,Iztapalapa 1,1.0
09638,red,19.3364639282227,-98.9802780151367,Iztapalapa 1,1.0
09640,red,19.33616065979,-99.0060195922852,Iztapalapa 1,2.0
09648,red,19.3350982666016,-99.0036697387695,Iztapalapa 1,1.0
09660,red,19.3416442871094,-99.0230178833008,Iztapalapa 1,2.0
09670,red,19.3354473114014,-99.0265808105469,Iztapalapa 1,2.0
09680,red,19.3299007415772,-99.0205612182617,Iztapalapa 1,2.0
09689,red,19.3254947662354,-99.0161514282227,Iztapalapa 1,2.0
09690,red,19.340202331543,-98.9982299804688,Iztapalapa 1,1.0
09696,red,19.3399257659912,-98.9995346069336,Iztapalapa 1,1.0
09698,red,19.3431758880615,-99.0035781860352,Iztapalapa 1,1.0
09700,red,19.3278198242188,-99.0293121337891,Iztapalapa 1,2.0
09704,red,19.3176574707031,-99.0426635742188,Iztapalapa 1,2.0
09705,red,19.3168106079102,-99.0388641357422,Iztapalapa 1,2.0
09706,red,19.3251552581787,-99.0343399047852,Iztapalapa 1,2.0
09708,blue,19.3250427246094,-99.0489654541016,Iztapalapa 1,1.0
09709,red,19.3297176361084,-99.0352554321289,Iztapalapa 1,2.0
09710,blue,19.3421096801758,-99.0602722167969,Iztapalapa 1,1.0
09720,blue,19.3395195007324,-99.0542144775391,Iztapalapa 1,1.0
09730,red,19.3394870758057,-99.0310211181641,Iztapalapa 1,2.0
09740,blue,19.3323879241943,-99.060920715332,Iztapalapa 1,1.0
09750,blue,19.3372974395752,-99.0502243041992,Iztapalapa 1,1.0
09760,gold,19.324800491333,-99.0579223632813,Iztapalapa 1,2.0
09769,gold,19.3216133117676,-99.0515213012695,Iztapalapa 1,2.0
09770,gold,19.3268775939941,-99.065299987793,Iztapalapa 1,2.0
09780,gold,19.3181991577148,-99.0610885620117,Iztapalapa 1,2.0
09790,gold,19.31276512146,-99.0662536621094,Iztapalapa 1,2.0
09800,green,19.3392429351807,-99.1066665649414,Iztapalapa 1,2.0
09810,green,19.3520946502686,-99.1100921630859,Iztapalapa 1,2.0
09819,green,19.3472156524658,-99.1143493652344,Iztapalapa 1,2.0
09820,green,19.3536930084229,-99.0931396484375,Iztapalapa 1,2.0
09828,green,19.35373878479,-99.1009902954102,Iztapalapa 1,2.0
09829,green,19.3516387939453,-99.0953369140625,Iztapalapa 1,2.0
09830,blue,19.3441181182861,-99.0671234130859,Iztapalapa 1,1.0
09837,green,19.3516635894775,-99.078857421875,Iztapalapa 1,2.0
09838,green,19.3528938293457,-99.0847091674805,Iztapalapa 1,2.0
09839,blue,19.3376808166504,-99.0704879760742,Iztapalapa 1,1.0
09840,green,19.3452739715576,-99.1098480224609,Iztapalapa 1,2.0
09849,green,19.3447399139404,-99.1035842895508,Iztapalapa 1,2.0
09850,green,19.3342361450195,-99.0835494995117,Iztapalapa 1,2.0
09856,green,19.3507556915283,-99.0886917114258,Iztapalapa 1,2.0
09858,green,19.346212387085,-99.0802536010742,Iztapalapa 1,2.0
09859,gold,19.3293075561523,-99.0805282592773,Iztapalapa 1,2.0
09860,gold,19.3217086791992,-99.0765380859375,Iztapalapa 1,2.0
09868,gold,19.3280639648438,-99.0708923339844,Iztapalapa 1,2.0
09870,green,19.3298168182373,-99.104866027832,Iztapalapa 1,2.0
09880,gold,19.3167705535889,-99.0812072753906,Iztapalapa 1,2.0
09890,gold,19.3204784393311,-99.0936584472656,Iztapalapa 1,2.0
09897,gold,19.3128528594971,-99.0909271240234,Iztapalapa 1,2.0
09900,gold,19.3136386871338,-99.0708465576172,Iztapalapa 1,2.0
09910,gold,19.3115921020508,-99.0795745849609,Iztapalapa 1,2.0
09920,gold,19.3071136474609,-99.0817947387695,Iztapalapa 1,2.0
09930,gold,19.3012714385986,-99.0660400390625,Iztapalapa 1,2.0
09940,gold,19.2965755462647,-99.0725708007813,Iztapalapa 1,2.0
09960,gold,19.2906265258789,-99.0675277709961,Iztapalapa 1,2.0
09969,gold,19.2928581237793,-99.0720672607422,Iztapalapa 1,2.0
09970,gold,19.3003959655762,-99.078483581543,Iztapalapa 1,2.0
13000,gold,19.2738132476807,-99.0058975219727,Iztapalapa 1,1.0
13010,gold,19.278434753418,-99.0051116943359,Iztapalapa 1,1.0
13020,gold,19.2757377624512,-98.9988403320313,Iztapalapa 1,1.0
13030,gold,19.2710247039795,-99.0078811645508,Iztapalapa 1,1.0
13040,gold,19.2708873748779,-99.0015335083008,Iztapalapa 1,1.0
13050,gold,19.2684230804443,-98.9958724975586,Iztapalapa 1,1.0
13060,gold,19.2678527832031,-99.0099563598633,Iztapalapa 1,1.0
13070,gold,19.2682323455811,-99.0010299682617,Iztapalapa 1,1.0
13080,gold,19.2644348144531,-99.0072937011719,Iztapalapa 1,1.0
13090,gold,19.2602672576904,-99.0048370361328,Iztapalapa 1,1.0
13093,gold,19.2563724517822,-99.0086822509766,Iztapalapa 1,1.0
13094,gold,19.2601261138916,-99.012336730957,Iztapalapa 1,1.0
13099,gold,19.2645359039307,-99.0021667480469,Iztapalapa 1,1.0
13100,red,19.3113117218018,-98.9708709716797,Iztapalapa 1,1.0
13110,red,19.324348449707,-98.976188659668,Iztapalapa 1,1.0
13119,red,19.3255558013916,-98.9767532348633,Iztapalapa 1,1.0
13120,red,19.3198356628418,-98.9631271362305,Iztapalapa 1,1.0
13123,red,19.3185577392578,-98.9706192016602,Iztapalapa 1,1.0
13129,red,19.3212699890137,-98.9729537963867,Iztapalapa 1,1.0
13150,red,19.312162399292,-98.966194152832,Iztapalapa 1,1.0
13180,red,19.3087463378906,-98.9735794067383,Iztapalapa 1,1.0
13200,gold,19.2903614044189,-99.0465621948242,Iztapalapa 1,1.0
13210,gold,19.3013706207275,-99.0584716796875,Iztapalapa 1,2.0
13219,gold,19.3041667938232,-99.0541687011719,Iztapalapa 1,2.0
13220,gold,19.2991504669189,-99.0536270141602,Iztapalapa 1,2.0
13230,gold,19.2989597320557,-99.0622711181641,Iztapalapa 1,2.0
13250,gold,19.293327331543,-99.0602798461914,Iztapalapa 1,2.0
13270,gold,19.2880153656006,-99.0593109130859,Iztapalapa 1,2.0
13273,gold,19.2830562591553,-99.0410079956055,Iztapalapa 1,1.0
13278,gold,19.2797946929932,-99.0523071289063,Iztapalapa 1,1.0
13280,gold,19.2913455963135,-99.0522308349609,Iztapalapa 1,2.0
13300,gold,19.2982406616211,-99.0390625,Iztapalapa 1,1.0
13310,red,19.3081817626953,-99.0382690429688,Iztapalapa 1,2.0
13315,red,19.3094062805176,-99.0369033813477,Iztapalapa 1,2.0
13319,gold,19.3092422485352,-99.0433349609375,Iztapalapa 1,2.0
13360,gold,19.293436050415,-99.0387649536133,Iztapalapa 1,1.0
13400,gold,19.2991008758545,-99.0152130126953,Iztapalapa 1,1.0
13410,gold,19.3033027648926,-99.0199127197266,Iztapalapa 1,1.0
13419,gold,19.3021755218506,-99.0215835571289,Iztapalapa 1,1.0
13420,gold,19.2861709594727,-99.0048751831055,Iztapalapa 1,1.0
13430,gold,19.288667678833,-98.9949417114258,Iztapalapa 1,1.0
13440,gold,19.2976245880127,-99.0231628417969,Iztapalapa 1,1.0
13450,gold,19.2937564849854,-99.0139923095703,Iztapalapa 1,1.0
13460,gold,19.2853622436523,-99.0109405517578,Iztapalapa 1,1.0
13508,gold,19.2365608215332,-98.9948654174805,Iztapalapa 1,1.0
13509,gold,19.2397270202637,-98.9970245361328,Iztapalapa 1,1.0
13510,gold,19.247875213623,-98.9969863891602,Iztapalapa 1,1.0
13520,gold,19.2465476989746,-99.0015563964844,Iztapalapa 1,1.0
13529,gold,19.2641353607178,-98.998405456543,Iztapalapa 1,1.0
13530,gold,19.2304935455322,-98.9985809326172,Iztapalapa 1,1.0
13540,gold,19.237756729126,-99.0030899047852,Iztapalapa 1,1.0
13545,gold,19.2376842498779,-98.9990310668945,Iztapalapa 1,1.0
13546,gold,19.2440528869629,-99.0090942382813,Iztapalapa 1,1.0
13549,gold,19.2292327880859,-99.0054550170898,Iztapalapa 1,1.0
13550,gold,19.2303371429443,-98.9901504516602,Iztapalapa 1,1.0
13600,gold,19.2269630432129,-98.9616012573242,Iztapalapa 1,1.0
13610,gold,19.2286911010742,-98.9671630859375,Iztapalapa 1,1.0
13625,gold,19.2235431671143,-98.9518127441406,Iztapalapa 1,1.0
13630,gold,19.2239646911621,-98.9674377441406,Iztapalapa 1,1.0
13640,gold,19.2226715087891,-98.9635238647461,Iztapalapa 1,1.0
13700,gold,19.2206382751465,-98.9710693359375,Iztapalapa 1,1.0
15000,red,19.4119834899902,-99.0933227539063,Nezahualcoyotl,2.0
15010,red,19.4167823791504,-99.0938873291016,Nezahualcoyotl,2.0
15020,gold,19.4096260070801,-99.084114074707,Nezahualcoyotl,3.0
15100,red,19.4325637817383,-99.1233062744141,Nezahualcoyotl,2.0
15200,red,19.4487762451172,-99.1174011230469,Nezahualcoyotl,2.0
15210,red,19.45725440979,-99.1199417114258,Nezahualcoyotl,2.0
15220,red,19.4540634155273,-99.1231155395508,Nezahualcoyotl,2.0
15230,red,19.4500999450684,-99.1193161010742,Nezahualcoyotl,2.0
15240,red,19.4462051391602,-99.1160736083984,Nezahualcoyotl,2.0
15250,red,19.4483108520508,-99.1132583618164,Nezahualcoyotl,2.0
15260,red,19.4425964355469,-99.1143493652344,Nezahualcoyotl,2.0
15270,red,19.445728302002,-99.1234970092773,Nezahualcoyotl,2.0
15280,red,19.4351043701172,-99.1135711669922,Nezahualcoyotl,2.0
15290,red,19.4327239990234,-99.1159896850586,Nezahualcoyotl,2.0
15300,red,19.443675994873,-99.1088180541992,Nezahualcoyotl,2.0
15309,red,19.4493770599365,-99.1066513061523,Nezahualcoyotl,2.0
15310,red,19.4531841278076,-99.1132736206055,Nezahualcoyotl,2.0
15320,red,19.4381256103516,-99.1078033447266,Nezahualcoyotl,2.0
15330,red,19.4404487609863,-99.106689453125,Nezahualcoyotl,2.0
15339,red,19.4436073303223,-99.1053924560547,Nezahualcoyotl,2.0
15340,red,19.4398784637451,-99.1115264892578,Nezahualcoyotl,2.0
15350,red,19.4363193511963,-99.1180191040039,Nezahualcoyotl,2.0
15370,red,19.4366416931152,-99.1074981689453,Nezahualcoyotl,2.0
15380,red,19.4322853088379,-99.1133193969727,Nezahualcoyotl,2.0
15390,red,19.429801940918,-99.1150665283203,Nezahualcoyotl,2.0
15400,red,19.4411373138428,-99.098030090332,Nezahualcoyotl,2.0
15410,red,19.4488124847412,-99.0971527099609,Nezahualcoyotl,2.0
15420,red,19.4471588134766,-99.1011428833008,Nezahualcoyotl,2.0
15430,red,19.447437286377,-99.0915069580078,Nezahualcoyotl,1.0
15440,red,19.445198059082,-99.1015319824219,Nezahualcoyotl,2.0
15450,red,19.4427013397217,-99.1038589477539,Nezahualcoyotl,2.0
15460,red,19.4392375946045,-99.103874206543,Nezahualcoyotl,2.0
15470,red,19.4360122680664,-99.1063690185547,Nezahualcoyotl,2.0
15500,red,19.4270839691162,-99.1065979003906,Nezahualcoyotl,2.0
15510,red,19.4428634643555,-99.0802612304688,Nezahualcoyotl,1.0
15520,red,19.4413318634033,-99.0778350830078,Nezahualcoyotl,1.0
15530,red,19.4336738586426,-99.0982513427734,Nezahualcoyotl,2.0
15540,red,19.4227981567383,-99.0972595214844,Nezahualcoyotl,2.0
15600,gold,19.425838470459,-99.0634307861328,Nezahualcoyotl,2.0
15610,gold,19.4221744537354,-99.0657424926758,Nezahualcoyotl,3.0
15620,gold,19.4207630157471,-99.0752716064453,Nezahualcoyotl,3.0
15630,gold,19.4266529083252,-99.0698089599609,Nezahualcoyotl,2.0
15640,gold,19.431303024292,-99.0579223632813,Nezahualcoyotl,2.0
15650,gold,19.4285182952881,-99.0679702758789,Nezahualcoyotl,2.0
15660,gold,19.4284172058105,-99.057258605957,Nezahualcoyotl,2.0
15670,gold,19.4198398590088,-99.0725173950195,Nezahualcoyotl,3.0
15680,gold,19.4235286712647,-99.0557632446289,Nezahualcoyotl,2.0
15700,red,19.4235610961914,-99.0881729125977,Nezahualcoyotl,2.0
15710,red,19.4211597442627,-99.0933532714844,Nezahualcoyotl,2.0
15730,red,19.4164047241211,-99.0852279663086,Nezahualcoyotl,2.0
15740,gold,19.4142398834229,-99.0784606933594,Nezahualcoyotl,3.0
15750,gold,19.4111576080322,-99.0770797729492,Nezahualcoyotl,3.0
15800,red,19.406494140625,-99.1232147216797,Nezahualcoyotl,2.0
15810,red,19.4217758178711,-99.1242141723633,Nezahualcoyotl,2.0
15820,red,19.4167976379395,-99.125602722168,Nezahualcoyotl,2.0
15830,red,19.4115772247314,-99.1261749267578,Nezahualcoyotl,2.0
15840,red,19.4106578826904,-99.1234359741211,Nezahualcoyotl,2.0
15850,red,19.408145904541,-99.1182479858398,Nezahualcoyotl,2.0
15860,red,19.4108695983887,-99.1164932250977,Nezahualcoyotl,2.0
15870,red,19.4128017425537,-99.1229248046875,Nezahualcoyotl,2.0
15900,red,19.4166679382324,-99.1138916015625,Nezahualcoyotl,2.0
15960,red,19.4258918762207,-99.1154556274414,Nezahualcoyotl,2.0
15970,red,19.4197406768799,-99.1162261962891,Nezahualcoyotl,2.0
15980,red,19.4156684875488,-99.1163940429688,Nezahualcoyotl,2.0
15990,red,19.4122657775879,-99.1186370849609,Nezahualcoyotl,2.0
16000,gold,19.269157409668,-99.1047515869141,Iztapalapa 1,2.0
16010,gold,19.2791156768799,-99.1277236938477,Iztapalapa 1,2.0
16020,gold,19.2749996185303,-99.1388854980469,Iztapalapa 1,2.0
16029,gold,19.2648983001709,-99.1324615478516,Iztapalapa 1,2.0
16030,gold,19.2691135406494,-99.1196899414063,Iztapalapa 1,2.0
16034,gold,19.281530380249,-99.1162338256836,Iztapalapa 1,2.0
16035,gold,19.2822208404541,-99.1209106445313,Iztapalapa 1,2.0
16036,gold,19.2995414733887,-99.0980911254883,Iztapalapa 1,2.0
16038,gold,19.2700901031494,-99.1129531860352,Iztapalapa 1,2.0
16040,gold,19.2669811248779,-99.0938873291016,Iztapalapa 1,2.0
16050,gold,19.2559776306152,-99.114875793457,Iztapalapa 1,2.0
16059,gold,19.2610244750977,-99.1202239990234,Iztapalapa 1,2.0
16060,gold,19.2604007720947,-99.1323776245117,Iztapalapa 1,2.0
16070,gold,19.2622375488281,-99.1028900146484,Iztapalapa 1,2.0
16080,gold,19.2634830474854,-99.0950164794922,Iztapalapa 1,2.0
16090,gold,19.259033203125,-99.0880126953125,Iztapalapa 1,2.0
16100,gold,19.2564926147461,-99.1310958862305,Iztapalapa 1,2.0
16200,gold,19.2480792999268,-99.121826171875,Iztapalapa 1,2.0
16210,gold,19.2527446746826,-99.1177139282227,Iztapalapa 1,2.0
16300,gold,19.2416210174561,-99.1148986816406,Iztapalapa 1,2.0
16310,gold,19.2430801391602,-99.1164169311523,Iztapalapa 1,2.0
16320,gold,19.2426795959473,-99.1068496704102,Iztapalapa 1,2.0
16340,gold,19.2424907684326,-99.1064300537109,Iztapalapa 1,2.0
16400,gold,19.2428245544434,-99.1003265380859,Iztapalapa 1,2.0
16410,gold,19.2467784881592,-99.098388671875,Iztapalapa 1,2.0
16420,gold,19.2501945495605,-99.0897064208984,Iztapalapa 1,2.0
16428,gold,19.2443752288818,-99.0878524780273,Iztapalapa 1,2.0
16429,gold,19.2461948394775,-99.0850296020508,Iztapalapa 1,2.0
16430,gold,19.2495918273926,-99.0866622924805,Iztapalapa 1,2.0
16440,gold,19.2475757598877,-99.0863952636719,Iztapalapa 1,2.0
16443,gold,19.2463989257813,-99.082405090332,Iztapalapa 1,2.0
16450,gold,19.2460479736328,-99.091926574707,Iztapalapa 1,2.0
16457,gold,19.2420444488525,-99.0884780883789,Iztapalapa 1,2.0
16459,gold,19.2345218658447,-99.0901489257813,Iztapalapa 1,2.0
16500,gold,19.2457637786865,-99.0756454467773,Iztapalapa 1,1.0
16513,gold,19.2467555999756,-99.0753631591797,Iztapalapa 1,1.0
16514,gold,19.2537727355957,-99.0702896118164,Iztapalapa 1,1.0
16520,gold,19.2289047241211,-99.0874557495117,Iztapalapa 1,1.0
16530,gold,19.2396430969238,-99.0751419067383,Iztapalapa 1,1.0
16533,gold,19.245792388916,-99.0696868896484,Iztapalapa 1,1.0
16550,gold,19.2242832183838,-99.0936126708984,Iztapalapa 1,2.0
16600,gold,19.2531757354736,-99.055419921875,Iztapalapa 1,1.0
16604,gold,19.2524833679199,-99.0462799072266,Iztapalapa 1,1.0
16605,gold,19.2457904815674,-99.0525894165039,Iztapalapa 1,1.0
16606,gold,19.2482986450195,-99.0601959228516,Iztapalapa 1,1.0
16607,gold,19.2497539520264,-99.0626449584961,Iztapalapa 1,1.0
16609,gold,19.2538013458252,-99.0413055419922,Iztapalapa 1,1.0
16610,gold,19.2574424743652,-99.0381927490234,Iztapalapa 1,1.0
16614,gold,19.2508373260498,-99.040397644043,Iztapalapa 1,1.0
16615,gold,19.2519493103027,-99.045768737793,Iztapalapa 1,1.0
16616,gold,19.2533950805664,-99.0462951660156,Iztapalapa 1,1.0
16617,gold,19.2577342987061,-99.0428619384766,Iztapalapa 1,1.0
16620,gold,19.2511577606201,-99.0320663452148,Iztapalapa 1,1.0
16629,gold,19.2544822692871,-99.0344772338867,Iztapalapa 1,1.0
16630,gold,19.2572975158691,-99.0679626464844,Iztapalapa 1,1.0
16640,gold,19.2537269592285,-99.0661315917969,Iztapalapa 1,1.0
16710,gold,19.2604579925537,-99.0270614624023,Iztapalapa 1,1.0
16720,gold,19.2506999969482,-99.0288848876953,Iztapalapa 1,1.0
16739,gold,19.2568626403809,-99.0128784179688,Iztapalapa 1,1.0
16740,gold,19.2546405792236,-99.0141525268555,Iztapalapa 1,1.0
16749,gold,19.2592067718506,-99.0184326171875,Iztapalapa 1,1.0
16750,gold,19.2520961761475,-99.0093688964844,Iztapalapa 1,1.0
16770,gold,19.253698348999,-99.02099609375,Iztapalapa 1,1.0
16776,gold,19.2518081665039,-99.0227432250977,Iztapalapa 1,1.0
16780,gold,19.2466449737549,-99.0235443115234,Iztapalapa 1,1.0
16797,gold,19.2500114440918,-99.0090942382813,Iztapalapa 1,1.0
16799,gold,19.2423191070557,-99.0150375366211,Iztapalapa 1,1.0
16800,gold,19.2305316925049,-99.1182098388672,Iztapalapa 1,2.0
16810,gold,19.2266845703125,-99.1075134277344,Iztapalapa 1,2.0
16813,gold,19.2270107269287,-99.1090316772461,Iztapalapa 1,2.0
16840,gold,19.2235870361328,-99.1187210083008,Iztapalapa 1,2.0
16850,gold,19.22243309021,-99.1098709106445,Iztapalapa 1,2.0
16860,gold,19.2192363739014,-99.1220855712891,Iztapalapa 1,2.0
16880,gold,19.2187767028809,-99.0973510742188,Iztapalapa 1,2.0
16900,gold,19.1990795135498,-99.117317199707,Iztapalapa 1,2.0
54400,gold,19.6259117126465,-99.3169097900391,Cuautitlan,2.0
54402,gold,19.6112575531006,-99.3003234863281,Cuautitlan,2.0
54405,gold,19.6293697357178,-99.3053665161133,Cuautitlan,2.0
54407,gold,19.6416778564453,-99.3014755249023,Cuautitlan,2.0
54408,gold,19.6426239013672,-99.3129272460938,Cuautitlan,2.0
54409,gold,19.6327781677246,-99.3110046386719,Cuautitlan,2.0
54410,gold,19.6252269744873,-99.2948226928711,Cuautitlan,2.0
54413,gold,19.6224365234375,-99.3046722412109,Cuautitlan,2.0
54414,gold,19.6269149780273,-99.2987289428711,Cuautitlan,2.0
54416,gold,19.631290435791,-99.2826080322266,Cuautitlan,2.0
54417,gold,19.640064239502,-99.2947006225586,Cuautitlan,2.0
54420,gold,19.6168060302734,-99.3088760375977,Cuautitlan,2.0
54424,gold,19.5870418548584,-99.3332977294922,Cuautitlan,2.0
54425,gold,19.6118946075439,-99.3132476806641,Cuautitlan,2.0
54426,gold,19.6115474700928,-99.3297271728516,Cuautitlan,2.0
54430,gold,19.62522315979,-99.4152984619141,Cuautitlan,2.0
54434,gold,19.6225967407227,-99.3230972290039,Cuautitlan,2.0
54435,gold,19.6213874816895,-99.3270492553711,Cuautitlan,2.0
54439,gold,19.5746078491211,-99.4139556884766,Cuautitlan,2.0
54440,gold,19.6892547607422,-99.3570785522461,Cuautitlan,2.0
54448,gold,19.6841945648193,-99.375846862793,Cuautitlan,2.0
54449,gold,19.6577606201172,-99.383415222168,Cuautitlan,2.0
54455,gold,19.638111114502,-99.3426055908203,Cuautitlan,2.0
54457,gold,19.6316947937012,-99.3274307250977,Cuautitlan,2.0
54459,gold,19.6292877197266,-99.3365478515625,Cuautitlan,2.0
54460,gold,19.634126663208,-99.3535232543945,Cuautitlan,2.0
54463,gold,19.6085872650147,-99.3563079833984,Cuautitlan,2.0
54464,gold,19.6392688751221,-99.3779525756836,Cuautitlan,2.0
54466,gold,19.59157371521,-99.2838821411133,Cuautitlan,2.0
54467,gold,19.6005706787109,-99.2901382446289,Cuautitlan,2.0
54469,gold,19.5990200042725,-99.3117141723633,Cuautitlan,2.0
54470,gold,19.6190624237061,-99.2936706542969,Cuautitlan,2.0
54473,gold,19.5990142822266,-99.2736663818359,Cuautitlan,2.0
54474,gold,19.6032028198242,-99.2871780395508,Cuautitlan,2.0
54475,gold,19.6057662963867,-99.2928314208984,Cuautitlan,2.0
54476,gold,19.606351852417,-99.2686233520508,Cuautitlan,2.0
54477,gold,19.612943649292,-99.2920608520508,Cuautitlan,2.0
54539,gold,19.6203365325928,-99.3011474609375,Cuautitlan,2.0
54600,gold,19.7063388824463,-99.2520370483398,Cuautitlan,2.0
54602,gold,19.6970233917236,-99.2481536865234,Cuautitlan,2.0
54603,gold,19.7054958343506,-99.2333068847656,Cuautitlan,2.0
54604,gold,19.7293262481689,-99.2353439331055,Cuautitlan,2.0
54605,gold,19.7144889831543,-99.2128524780273,Cuautitlan,1.0
54607,gold,19.7340393066406,-99.2248916625977,Cuautitlan,1.0
54608,gold,19.7117652893066,-99.2295913696289,Cuautitlan,2.0
54610,gold,19.7216663360596,-99.2084732055664,Cuautitlan,1.0
54614,gold,19.7284736633301,-99.2002105712891,Cuautitlan,1.0
54616,gold,19.7321128845215,-99.2042999267578,Cuautitlan,1.0
54640,gold,19.6296405792236,-99.3371276855469,Cuautitlan,2.0
54645,gold,19.7078723907471,-99.2147369384766,Cuautitlan,2.0
54650,gold,19.6901016235352,-99.2718200683594,Cuautitlan,2.0
54655,gold,19.697566986084,-99.3389663696289,Cuautitlan,2.0
54656,gold,19.7293376922607,-99.3546829223633,Cuautitlan,2.0
54658,gold,19.7118721008301,-99.3308715820313,Cuautitlan,2.0
54680,red,19.8313579559326,-99.2040710449219,Cuautitlan,2.0
54683,red,19.8337345123291,-99.1889419555664,Cuautitlan,2.0
