Cosecha,KPI,Mes,Value
2021-09,Par8,M023,0.6756036367367961
2021-08,Par8,M024,0.4714691643506702
Promedio General,Par8,M000,0.004823294445239588
Promedio General,Par8,M001,0.04801276170262887
Promedio General,Par8,M002,0.10666589361560769
Promedio General,Par8,M003,0.1575369330097344
Promedio General,Par8,M004,0.18734207745283352
Promedio General,Par8,M005,0.22386469021520314
Promedio General,Par8,M006,0.2582668527307619
Promedio General,Par8,M007,0.286428028995121
Promedio General,Par8,M008,0.3010563082233263
Promedio General,Par8,M009,0.3333827141333878
Promedio General,Par8,M010,0.35497632983479405
Promedio General,Par8,M011,0.3809358674879238
Promedio General,Par8,M012,0.39805021174901983
Promedio General,Par8,M013,0.4283297465826183
Promedio General,Par8,M014,0.4417461473642106
Promedio General,Par8,M015,0.4603382631931784
Promedio General,Par8,M016,0.48783376747790175
Promedio General,Par8,M017,0.48217340933545005
Promedio General,Par8,M018,0.49530110956163287
Promedio General,Par8,M019,0.5090317888631212
Promedio General,Par8,M020,0.5400486734668143
Promedio General,Par8,M021,0.5604497276565334
Promedio General,Par8,M022,0.5418679977065968
Promedio General,Par8,M023,0.5473967641084739
Promedio General,Par8,M024,0.4714691643506702
2021-08,WO anual,M012,79441.1
2021-09,WO anual,M012,139847.46
2021-10,WO anual,M012,294007.31
2021-11,WO anual,M012,491279.4
2021-12,WO anual,M012,283940.61
2022-01,WO anual,M012,273623.99
2022-02,WO anual,M012,586589.32
2022-03,WO anual,M012,782116.45
2022-04,WO anual,M012,881715.37
2022-05,WO anual,M012,966723.75
2022-06,WO anual,M012,549069.47
2022-07,WO anual,M012,404760.38
2022-08,WO anual,M012,302277.77
2022-09,WO anual,M012,278546.5
2022-10,WO anual,M012,389492.12
2022-11,WO anual,M012,318124.48
2022-12,WO anual,M012,34056.61
2023-01,WO anual,M012,107782.28
2023-02,WO anual,M012,104897.18
2023-03,WO anual,M012,9366.2
2023-04,WO anual,M012,0.0
2023-05,WO anual,M012,0.0
2023-06,WO anual,M012,0.0
2023-07,WO anual,M012,0.0
2023-08,WO anual,M012,0.0
